employee_id,age,gender,marital_status,department,job_role,job_level,monthly_income,hourly_rate,years_at_company,years_in_current_role,years_since_last_promotion,work_life_balance,job_satisfaction,performance_rating,training_hours_last_year,overtime,project_count,average_hours_worked_per_week,absenteeism,work_environment_satisfaction,relationship_with_manager,job_involvement,distance_from_home,number_of_companies_worked,attrition
4521,36,1,1,1,0,5,11587,47,1,8,6,4,3,1,12,1,4,53,13,1,4,4,13,3,1
4522,43,0,1,0,0,5,14131,44,16,10,5,3,1,1,30,0,7,48,5,2,1,1,1,4,1
4523,27,1,1,1,3,5,15676,27,25,8,6,4,5,3,80,1,8,33,5,3,1,3,21,3,0
4524,46,1,2,1,2,4,14523,26,13,14,6,3,1,1,48,1,1,48,11,1,1,3,18,2,0
4525,42,0,0,2,1,1,12726,46,14,4,1,1,3,4,74,1,5,42,13,3,4,4,38,1,0
4526,27,1,1,1,0,1,11236,48,11,3,0,2,1,2,26,0,5,43,9,4,4,2,44,2,0
4527,27,1,2,1,3,5,17739,97,25,12,9,3,4,2,12,0,7,30,0,2,2,4,39,2,0
4528,45,1,1,0,1,2,4864,26,20,5,5,1,1,4,45,1,1,33,9,3,2,4,16,4,0
4529,32,1,0,1,3,1,13466,18,29,8,6,1,4,1,50,1,8,34,0,4,3,4,5,4,0
4530,58,0,2,4,3,4,6433,40,8,5,1,2,2,3,42,1,4,39,18,2,2,3,16,3,0
4531,56,0,1,4,3,1,17422,96,28,10,1,1,1,4,99,1,8,40,15,3,3,3,9,1,0
4532,47,1,1,0,0,3,11995,78,10,7,8,4,3,1,78,1,8,57,18,2,2,4,41,2,0
4533,44,0,2,4,1,4,15672,44,16,4,4,3,2,4,85,0,2,34,7,1,3,4,19,2,0
4534,35,1,2,2,0,2,8140,48,27,2,6,1,5,4,88,1,4,57,4,3,2,3,16,1,1
4535,21,1,2,0,0,4,16999,47,7,9,0,3,5,4,18,1,3,54,19,1,2,3,33,2,0
4536,37,1,2,1,2,4,16778,45,5,11,3,2,3,3,28,1,2,49,0,2,2,2,46,4,0
4537,36,0,2,4,1,1,18108,70,10,10,1,2,4,4,86,0,4,47,19,4,4,1,28,2,0
4538,49,0,1,2,2,4,18350,76,18,2,4,2,1,2,82,1,4,40,13,1,1,3,6,3,0
4539,58,0,2,0,3,5,4703,45,25,2,0,1,5,4,66,0,5,39,19,3,2,1,43,2,0
4540,32,0,2,0,1,4,7316,91,7,14,9,1,1,2,18,0,4,52,15,2,4,2,29,2,0
4541,51,0,0,1,1,1,13204,38,4,8,6,1,2,1,12,0,7,54,7,3,3,4,19,3,0
4542,48,0,1,3,0,5,7686,83,10,10,1,4,1,3,96,0,1,49,4,1,2,2,28,2,1
4543,49,1,0,4,3,2,7908,65,18,6,2,1,5,4,87,1,1,49,14,2,1,4,4,3,1
4544,37,0,1,2,0,3,6230,79,18,5,4,2,4,2,37,0,3,38,9,1,2,1,2,2,0
4545,32,1,1,0,2,4,4849,23,3,3,8,4,5,3,34,1,6,41,6,1,4,1,40,3,0
4546,40,1,1,4,3,5,7020,22,13,7,9,2,3,2,32,1,6,49,18,2,1,3,26,3,0
4547,49,0,2,2,0,5,11236,50,14,8,3,2,5,4,44,0,5,41,8,4,4,2,14,3,0
4548,40,1,0,2,0,2,19834,83,22,9,7,4,1,1,56,0,6,42,8,1,2,4,48,2,1
4549,36,1,1,0,0,2,4259,70,14,11,7,3,1,1,48,0,6,50,11,3,4,1,14,2,0
4550,59,1,1,4,3,3,12195,60,1,2,9,3,4,2,65,0,9,40,13,4,3,4,12,1,0
4551,38,0,1,2,2,3,7777,24,5,8,3,3,5,4,82,0,1,30,6,2,1,2,29,2,0
4552,34,0,0,0,1,1,10575,88,10,5,3,4,2,4,38,1,8,31,2,3,1,4,26,1,0
4553,28,1,1,4,0,3,14680,25,14,1,1,1,2,2,46,0,6,52,1,4,2,2,29,1,0
4554,29,0,0,4,3,3,17482,22,19,14,7,3,2,3,32,1,6,45,6,2,4,3,32,4,0
4555,50,1,0,0,1,5,7888,82,23,10,0,2,3,4,90,0,6,45,12,4,2,3,36,1,1
4556,42,0,2,4,0,4,14224,32,7,7,4,1,2,2,49,0,7,53,11,2,3,3,47,3,0
4557,49,1,1,3,3,4,15304,98,26,14,7,4,3,4,65,0,7,38,1,4,3,2,26,2,0
4558,52,1,1,2,2,3,4578,17,15,7,5,1,2,1,32,1,5,51,10,1,3,3,8,4,1
4559,28,0,0,2,0,1,12207,29,28,10,9,3,4,4,48,1,7,33,4,4,1,1,14,4,1
4560,20,0,0,4,3,1,16004,74,21,12,3,1,5,2,70,1,2,49,3,3,1,3,45,1,1
4561,54,0,2,0,0,4,12760,86,9,3,8,4,3,1,9,0,3,54,14,3,3,1,13,2,0
4562,30,0,1,1,3,2,13178,69,27,11,2,4,1,3,27,1,2,33,17,2,1,2,32,4,0
4563,53,0,0,4,2,5,10888,84,29,3,8,1,3,2,88,1,9,32,14,4,3,1,36,3,0
4564,35,1,1,1,2,3,7575,98,10,4,0,3,5,4,94,0,1,47,13,1,1,2,4,4,0
4565,28,1,1,4,3,5,6856,46,8,5,3,4,3,1,43,1,5,41,8,1,2,4,38,2,0
4566,51,1,1,1,1,3,7139,20,9,5,9,2,3,4,12,1,5,36,18,4,1,4,11,2,0
4567,34,0,0,4,2,3,6527,30,11,5,2,2,5,1,94,0,1,42,1,4,2,4,12,4,0
4568,31,0,1,0,0,4,18870,80,22,6,1,2,2,4,28,0,1,43,14,3,4,4,1,3,0
4569,52,1,0,1,2,5,16162,96,8,1,3,3,5,1,39,1,6,49,13,3,3,3,48,3,0
4570,33,1,2,3,0,5,8819,98,26,7,3,1,4,3,8,0,3,51,10,2,1,1,44,1,0
4571,27,1,2,0,2,2,6868,30,18,12,8,4,2,1,94,0,8,57,5,1,3,3,9,2,1
4572,27,1,0,4,2,2,18230,99,5,4,9,3,3,3,28,0,1,33,19,4,3,1,49,1,0
4573,46,0,1,1,0,5,10304,28,8,13,5,1,5,4,3,0,3,46,10,2,4,3,37,2,0
4574,31,1,2,2,2,2,15761,76,2,5,5,4,4,4,80,1,9,54,12,3,4,1,48,4,1
4575,20,0,2,0,0,2,17127,32,18,8,5,4,4,3,80,1,8,44,19,3,2,3,26,2,0
4576,59,1,0,1,0,3,12693,22,19,13,5,2,1,2,18,1,1,30,11,2,3,4,23,3,1
4577,30,0,0,0,2,4,3814,19,18,8,7,2,4,3,47,0,1,42,7,2,3,1,1,4,0
4578,58,0,0,1,2,3,10584,55,20,12,3,3,1,2,66,1,7,48,18,1,4,2,4,2,0
4579,50,0,0,2,0,2,16378,73,16,5,0,4,4,4,96,0,4,48,11,3,3,1,14,1,0
4580,36,0,0,3,3,3,17655,23,4,11,2,4,5,2,41,1,1,36,16,1,3,2,11,4,0
4581,52,1,0,2,2,3,14517,56,17,13,7,2,3,2,81,1,3,46,18,2,3,3,46,3,1
4582,51,1,0,4,1,1,4323,32,6,3,0,4,2,1,84,0,9,35,13,1,4,1,32,2,1
4583,48,1,1,0,2,3,19221,60,12,10,4,4,4,2,57,1,7,57,8,3,3,3,39,3,0
4584,40,0,1,3,3,3,12450,96,7,8,1,3,4,1,87,0,7,30,1,2,1,2,47,3,0
4585,40,1,1,0,3,4,5034,62,23,2,9,2,1,2,58,0,4,41,11,4,4,2,44,4,1
4586,59,1,1,1,2,5,8966,42,14,12,3,2,3,2,15,1,2,42,16,1,3,3,45,3,0
4587,42,1,2,4,2,1,19583,51,12,9,2,2,5,4,94,1,4,43,15,1,2,3,21,3,0
4588,25,0,1,4,1,1,4705,88,21,6,0,4,5,1,59,1,9,43,3,3,4,4,39,2,0
4589,41,0,2,0,2,1,6758,34,20,10,4,3,3,2,66,1,8,41,18,4,3,1,3,3,0
4590,57,0,2,4,3,1,5196,52,2,4,8,4,5,2,16,1,6,41,5,1,2,2,37,1,0
4591,56,1,2,0,1,4,5133,55,21,4,2,2,2,1,63,1,5,56,11,4,2,3,31,3,1
4592,27,1,0,1,2,5,16413,76,4,3,0,4,5,1,32,0,2,36,11,2,4,4,24,4,0
4593,54,1,2,1,1,4,5578,34,8,11,0,3,2,4,70,0,9,33,19,3,2,3,17,3,0
4594,30,0,2,0,1,1,16939,37,10,5,0,3,4,1,21,0,2,46,16,1,4,1,42,4,0
4595,43,1,2,2,3,5,3813,64,17,6,3,1,5,2,6,0,8,37,12,4,3,4,33,3,0
4596,40,0,0,2,3,4,9551,19,7,10,4,2,5,3,96,0,5,43,13,3,1,3,30,3,0
4597,21,0,1,1,0,5,4627,74,21,3,7,4,2,4,4,0,3,39,11,4,3,2,11,4,0
4598,59,0,1,3,3,4,6592,87,10,9,9,1,4,1,12,0,6,51,4,4,4,1,2,1,0
4599,38,0,2,2,0,5,5580,57,21,14,6,1,4,4,93,1,3,34,3,1,1,4,31,3,0
4600,58,1,2,0,3,4,6932,50,17,8,9,3,1,2,9,0,5,45,0,4,4,3,4,3,0
4601,47,1,1,1,3,1,11487,17,16,12,3,2,4,3,13,1,3,35,9,4,3,4,7,1,0
4602,36,0,1,4,0,1,10113,75,25,6,1,1,3,3,70,0,7,45,12,2,2,4,11,1,0
4603,25,1,1,4,0,1,6251,68,13,5,1,2,1,4,30,0,4,53,7,3,3,4,45,4,0
4604,38,0,1,2,0,4,19259,50,23,11,1,2,4,2,3,0,8,51,19,1,2,3,27,1,0
4605,57,1,2,3,1,5,19916,59,18,3,0,3,2,3,47,0,8,59,17,3,1,1,27,3,0
4606,47,1,2,2,0,5,8127,43,27,3,5,3,3,1,62,1,1,47,5,4,3,3,46,1,0
4607,21,0,2,3,1,2,3887,40,5,8,3,1,1,2,3,1,3,44,3,4,1,3,28,2,0
4608,57,0,1,2,1,3,6597,22,8,6,2,1,5,4,77,0,1,58,10,4,3,4,40,1,1
4609,56,0,0,4,0,1,17883,87,27,10,0,3,2,2,78,1,6,35,3,3,2,1,48,2,0
4610,23,0,1,3,0,1,8525,36,7,14,6,4,3,4,56,0,8,38,8,4,2,4,7,4,0
4611,41,1,1,4,0,1,13612,83,18,11,8,4,2,4,34,1,7,46,4,2,3,4,1,3,0
4612,45,0,0,0,3,2,6480,58,23,6,3,1,1,1,97,0,1,45,10,3,1,2,31,2,0
4613,55,1,0,0,3,2,18298,55,6,4,0,4,3,3,13,0,2,31,2,3,1,2,9,1,0
4614,32,0,1,1,0,2,11403,50,28,3,2,1,1,2,76,1,4,32,10,4,2,1,20,2,0
4615,51,1,0,4,2,1,7032,44,13,6,8,2,1,2,23,0,8,34,3,1,1,2,38,4,0
4616,36,0,0,4,0,5,14274,63,24,1,0,1,4,1,22,0,3,51,3,2,2,3,15,2,0
4617,55,1,0,1,2,1,15623,31,9,11,0,4,2,2,52,1,1,45,10,1,3,2,3,4,0
4618,38,1,1,0,3,2,16651,44,23,13,4,1,4,4,79,1,7,48,4,4,4,1,41,4,1
4619,54,1,1,0,3,2,10425,87,8,5,4,4,4,2,98,0,5,37,1,4,2,1,36,1,0
4620,59,0,0,3,2,3,15892,18,12,7,7,1,2,2,26,0,3,51,5,2,3,2,16,4,0
4621,47,0,2,3,3,4,19679,90,10,1,0,3,3,4,97,1,1,44,12,3,3,3,2,3,0
4622,20,0,0,0,0,3,10724,49,7,13,7,2,2,1,84,1,8,54,11,1,1,4,14,1,1
4623,37,0,0,2,2,3,19309,98,7,10,1,1,5,2,7,1,3,57,15,4,1,3,47,4,0
4624,59,1,1,4,2,1,7483,31,17,12,0,3,3,1,32,0,9,58,5,2,3,1,47,3,0
4625,52,1,2,3,1,4,17113,21,5,4,7,2,4,2,91,1,6,42,15,1,4,4,32,2,0
4626,31,1,0,2,3,4,4496,76,10,2,9,4,1,3,90,1,8,45,10,2,4,2,34,3,0
4627,27,0,2,3,2,1,14271,72,21,13,1,3,1,3,16,0,2,30,8,1,3,3,22,1,0
4628,43,1,1,1,2,5,4975,58,20,1,4,3,4,4,57,1,7,48,2,3,4,1,14,2,0
4629,35,1,2,4,2,1,7132,72,15,1,9,2,3,2,61,1,7,33,5,3,4,2,20,1,0
4630,23,0,1,3,3,5,10398,67,13,12,5,2,5,2,77,0,7,36,19,2,2,2,18,3,0
4631,57,0,0,0,2,5,7278,86,14,7,2,3,3,1,29,0,7,47,5,1,2,2,25,4,0
4632,46,1,1,1,2,4,17627,23,17,6,8,3,2,4,45,0,3,33,9,1,3,3,34,3,0
4633,28,0,2,1,0,1,10925,20,7,7,8,1,5,3,16,1,1,32,2,4,1,3,23,4,0
4634,35,0,2,0,0,1,16833,33,24,1,7,4,2,4,66,0,6,43,19,1,1,1,6,2,1
4635,31,0,2,1,1,4,7165,34,21,10,6,3,3,3,56,1,8,36,16,3,2,4,16,3,0
4636,50,0,0,4,2,3,19847,78,4,12,4,2,4,4,5,0,4,54,19,4,3,1,31,3,0
4637,43,1,2,3,3,1,15478,98,28,3,9,2,4,2,55,1,5,36,12,4,2,4,45,1,0
4638,33,1,2,1,1,2,3929,41,9,7,1,2,2,2,88,1,3,49,2,4,1,1,19,3,1
4639,44,1,2,4,1,2,10673,21,19,10,2,4,5,1,69,1,2,47,17,2,2,3,42,4,0
4640,53,1,1,0,1,1,10671,38,14,10,4,2,2,1,99,1,6,36,1,2,4,3,32,1,0
4641,22,1,2,3,2,5,10918,22,3,9,7,3,5,1,99,0,6,37,9,3,4,3,42,3,0
4642,43,0,1,0,1,4,6911,81,29,6,0,3,1,2,49,1,3,56,5,4,2,4,37,2,0
4643,28,1,2,3,3,5,17202,25,4,8,0,4,3,4,66,0,3,59,0,2,1,3,46,1,0
4644,45,1,1,1,0,2,7412,80,23,9,6,4,4,2,34,1,6,52,12,4,1,4,43,3,0
4645,39,0,1,1,0,2,3717,15,2,7,0,4,4,1,18,0,3,49,6,1,1,2,21,2,0
4646,59,0,0,3,2,4,9365,21,8,9,2,2,5,3,74,1,6,36,16,1,3,2,5,1,0
4647,29,0,0,4,3,2,4212,38,2,11,7,2,1,2,14,1,3,49,10,4,4,3,29,2,0
4648,38,1,1,4,3,3,9435,26,4,10,8,2,4,2,36,0,5,57,7,3,3,3,42,3,0
4649,22,0,1,4,3,2,18284,77,2,13,4,1,2,4,95,1,4,35,9,4,4,1,27,4,1
4650,43,0,0,2,2,5,3757,86,25,4,5,3,2,2,30,0,5,51,0,4,2,1,19,4,0
4651,24,0,1,4,3,5,9902,27,29,9,7,2,4,1,54,1,7,38,1,2,2,4,2,3,0
4652,22,1,0,1,0,3,8536,84,4,9,2,3,5,2,85,0,1,49,1,4,2,2,25,2,1
4653,46,0,0,2,3,5,17271,38,21,2,0,1,3,4,70,1,5,52,18,4,2,2,18,2,0
4654,35,0,2,4,3,5,8572,52,9,11,8,3,1,2,0,0,1,52,15,1,3,4,43,2,0
4655,34,1,2,1,2,5,14867,85,2,9,1,1,3,3,95,0,6,38,19,2,4,1,3,2,0
4656,54,0,0,2,1,1,8125,24,20,3,8,3,1,1,53,0,7,36,16,4,2,4,30,1,1
4657,31,1,0,1,1,3,18492,44,22,11,1,1,4,4,84,0,6,31,5,4,2,1,7,4,0
4658,45,1,1,3,2,3,8093,41,17,7,7,3,5,1,33,1,8,51,5,1,1,2,2,3,0
4659,53,0,0,1,2,2,17848,44,1,13,2,1,2,1,71,0,7,53,0,2,3,3,23,1,0
4660,42,1,0,2,2,3,3082,93,23,11,8,2,2,1,26,0,9,54,12,2,4,2,33,1,0
4661,50,0,2,4,2,4,10966,16,6,13,9,2,2,2,42,1,2,44,9,1,2,1,37,2,1
4662,39,0,0,2,3,3,16599,22,29,12,3,4,5,1,86,1,3,47,13,4,1,4,34,3,0
4663,31,0,1,4,3,4,14064,31,16,3,7,3,3,4,15,0,9,37,13,2,4,1,33,4,0
4664,42,0,0,4,1,5,17489,62,4,12,3,1,4,2,77,0,4,58,12,1,3,2,28,2,0
4665,23,1,2,0,2,4,17895,78,5,11,2,2,5,4,24,1,2,50,6,2,1,3,14,1,0
4666,42,0,2,3,2,1,14416,75,5,13,0,3,4,2,68,1,5,59,13,1,1,2,17,3,0
4667,20,0,2,0,3,5,11885,27,9,5,3,1,4,1,2,0,9,55,8,4,3,2,11,2,0
4668,44,0,2,2,2,4,7327,96,5,12,1,1,3,1,67,0,2,51,4,2,1,1,44,1,1
4669,21,1,0,0,0,5,14719,35,2,2,8,1,2,2,74,0,5,46,2,2,4,3,32,1,0
4670,49,1,1,4,3,1,17238,90,7,10,1,1,1,3,71,0,4,37,4,1,4,1,39,2,0
4671,22,0,1,2,0,5,13871,16,15,10,7,4,5,3,58,0,4,46,8,2,2,4,19,2,0
4672,40,1,1,0,3,5,3863,98,26,3,9,3,5,1,96,1,4,40,16,2,1,4,3,3,0
4673,44,1,0,1,3,3,16935,37,25,10,9,1,5,4,60,1,6,58,14,1,3,3,18,4,0
4674,39,0,0,3,3,2,12410,99,23,4,6,1,4,2,85,0,9,46,3,3,3,4,13,3,0
4675,41,0,0,1,1,4,10361,30,8,10,5,2,3,4,14,1,8,37,16,1,3,1,5,2,0
4676,40,0,1,2,1,2,18378,27,29,12,3,1,5,2,60,1,7,40,1,3,3,2,12,3,0
4677,52,0,0,0,3,1,7806,18,26,12,2,1,4,1,11,1,8,52,18,4,2,3,49,1,0
4678,57,0,0,4,3,1,8383,16,3,6,9,4,3,3,62,1,1,59,12,2,1,4,23,4,0
4679,34,1,2,0,3,5,16826,79,11,11,4,1,1,3,23,0,3,50,1,2,4,3,19,2,1
4680,34,0,2,2,3,2,12686,40,29,6,1,1,3,3,70,1,9,51,8,1,2,3,18,3,0
4681,44,0,1,2,2,4,17574,44,25,13,1,3,2,4,23,1,2,46,10,4,1,1,20,3,0
4682,40,0,2,2,2,4,5336,52,23,3,7,3,1,1,77,1,6,55,13,4,3,3,14,1,0
4683,43,0,2,2,2,5,19751,34,10,3,2,3,1,1,61,1,8,33,9,3,1,4,39,4,0
4684,24,0,2,0,1,4,19795,39,4,9,6,2,1,3,12,0,3,49,4,3,4,2,30,2,0
4685,25,1,0,1,0,3,11034,66,12,10,5,1,4,4,9,0,2,58,18,1,4,1,23,1,1
4686,42,0,2,4,3,2,19737,97,26,2,7,3,1,4,64,1,2,43,7,4,4,2,16,1,0
4687,23,1,2,4,2,1,19712,24,13,4,2,3,4,1,4,0,6,43,11,2,2,3,1,1,0
4688,46,0,2,3,2,4,12685,55,7,5,0,2,2,2,97,1,8,32,16,3,2,3,13,3,1
4689,37,0,0,2,2,4,11155,95,19,8,5,2,1,4,46,1,6,51,9,3,2,2,31,1,0
4690,40,0,1,2,3,4,14021,75,27,8,5,1,5,4,7,1,9,59,3,3,1,2,5,3,0
4691,47,1,0,2,3,5,4486,16,16,6,7,1,4,3,50,0,6,50,15,1,4,4,49,2,0
4692,54,0,0,1,0,1,10607,95,10,2,9,1,4,1,77,0,6,51,14,1,4,2,43,1,0
4693,41,0,2,2,1,2,8367,21,7,10,2,3,3,2,36,1,8,56,17,4,2,2,11,2,0
4694,59,0,1,3,0,4,6888,74,3,13,8,4,1,2,80,0,4,39,5,2,2,4,15,4,1
4695,42,0,2,3,3,3,16482,75,2,10,5,4,1,4,42,1,8,53,14,1,1,4,46,1,1
4696,22,0,2,1,0,5,9892,94,1,1,0,2,3,3,85,1,8,49,9,4,2,4,15,1,1
4697,59,0,1,2,2,2,7843,41,27,7,2,3,4,2,56,1,2,36,12,3,1,3,49,2,0
4698,29,0,1,0,0,4,9291,15,22,10,3,1,4,2,43,1,5,59,15,3,2,2,31,3,0
4699,44,1,0,0,2,2,5668,41,16,1,2,3,3,1,64,1,3,45,10,2,3,3,5,3,0
4700,27,0,1,4,0,5,7238,94,13,11,5,2,2,2,48,0,3,54,14,1,1,1,7,4,0
4701,30,0,0,1,2,3,7166,74,3,3,6,3,4,3,38,1,6,32,14,1,2,1,21,2,1
4702,24,0,0,0,0,4,17240,67,26,9,1,1,1,4,75,0,3,36,2,1,3,4,44,3,0
4703,56,1,2,4,1,3,3637,50,28,6,5,1,2,4,29,0,8,59,1,1,1,1,24,3,0
4704,57,1,2,3,0,5,5641,94,27,8,3,1,5,3,92,1,5,54,4,2,4,1,1,3,0
4705,48,0,2,4,3,3,15177,38,14,14,0,1,3,1,79,0,2,56,10,3,4,1,47,3,0
4706,24,1,1,2,3,5,14138,49,18,12,1,2,4,1,65,1,5,30,18,2,2,2,29,1,0
4707,28,0,1,2,2,3,11962,47,11,9,4,2,4,4,50,0,7,57,8,2,4,4,49,2,0
4708,21,0,0,3,3,2,8802,31,19,7,8,4,3,1,78,1,9,59,15,3,4,4,24,2,1
4709,20,1,0,1,2,2,10638,83,24,8,4,1,4,3,45,1,1,42,5,2,1,2,48,3,0
4710,59,0,0,2,1,5,17990,49,3,4,7,2,4,1,7,1,6,49,8,2,4,3,5,3,0
4711,49,1,1,2,3,2,6710,97,20,5,9,4,1,3,5,1,3,37,14,3,3,4,23,3,0
4712,30,1,0,4,3,3,19441,61,2,13,1,1,1,3,58,1,3,37,5,3,2,1,22,1,0
4713,47,1,0,4,2,3,19465,73,24,7,4,4,4,1,4,1,9,32,5,4,1,1,1,2,0
4714,31,0,1,4,1,4,8989,75,6,9,0,3,4,2,77,0,9,41,6,1,2,4,28,4,0
4715,58,0,2,0,1,5,9507,36,25,8,1,3,4,1,67,1,5,50,0,4,4,3,38,2,0
4716,45,0,1,3,0,2,8165,41,24,7,2,3,4,3,2,0,8,42,8,4,3,4,6,4,0
4717,32,0,0,1,2,5,17804,86,29,4,7,4,2,4,31,1,7,51,15,3,1,4,32,3,0
4718,27,0,2,4,2,2,6706,29,4,11,9,2,1,4,87,0,1,59,12,3,3,4,13,4,0
4719,47,0,1,1,1,4,7114,50,29,1,2,1,4,4,61,0,4,59,16,1,4,2,1,1,0
4720,49,0,2,4,2,3,5317,71,13,1,3,3,4,2,87,0,4,46,8,2,2,2,46,3,1
4721,28,1,2,2,3,3,7672,90,8,12,3,2,1,1,29,1,5,55,0,1,3,1,14,3,0
4722,58,0,0,1,3,1,17323,55,15,5,8,2,5,2,48,0,3,43,16,1,3,3,37,1,0
4723,50,0,1,0,3,5,14103,59,1,14,3,2,4,3,11,1,6,31,19,4,1,4,38,3,0
4724,40,0,0,4,2,2,17750,57,27,7,8,4,3,1,88,0,6,48,16,1,1,4,9,2,0
4725,53,1,1,3,0,1,16976,26,25,11,7,2,2,1,49,0,2,56,11,4,2,3,34,3,0
4726,50,1,1,2,0,5,6814,82,16,12,3,1,5,4,81,0,7,36,8,4,3,1,43,4,0
4727,44,1,1,4,1,2,17351,81,21,8,2,2,5,2,17,0,4,47,3,3,3,2,20,4,0
4728,31,0,2,1,2,4,7715,18,20,7,1,2,1,1,92,1,4,56,8,2,1,1,48,1,0
4729,20,1,2,4,1,5,9646,79,5,4,7,1,2,4,46,1,1,50,0,3,4,4,33,2,0
4730,41,1,0,2,2,2,18754,19,13,11,7,1,3,2,62,1,6,39,0,3,1,4,45,1,0
4731,59,0,1,3,0,3,13091,16,17,14,0,3,2,2,43,1,5,38,10,4,2,2,21,3,0
4732,56,0,1,3,3,5,11632,60,2,7,6,4,5,3,20,0,3,41,7,3,4,3,26,4,0
4733,20,0,2,3,2,2,19964,89,13,6,7,1,5,1,47,0,4,46,2,3,3,4,39,4,0
4734,20,1,1,2,0,3,3375,23,2,8,6,2,2,2,65,1,5,37,4,2,3,2,9,1,0
4735,40,0,0,4,0,3,8577,22,11,9,2,3,1,2,31,1,7,53,19,4,1,2,6,1,0
4736,34,0,1,2,0,1,6801,72,29,1,3,1,1,2,93,0,6,42,7,3,4,1,29,4,0
4737,36,0,1,2,3,2,18447,77,15,2,4,1,5,2,44,0,7,53,2,4,4,1,36,4,0
4738,41,0,2,4,0,1,9489,75,9,8,0,3,3,3,50,1,9,50,8,2,3,4,39,4,0
4739,57,0,1,0,1,1,3728,29,22,7,9,4,5,1,52,0,6,57,5,2,4,2,19,1,0
4740,54,0,0,3,0,4,13629,87,19,7,2,1,2,1,27,1,4,38,3,3,3,1,44,4,0
4741,35,1,0,1,0,1,7275,56,4,3,5,3,4,3,88,1,4,34,3,1,4,1,28,2,0
4742,27,0,0,1,2,1,5423,64,29,7,2,2,4,1,61,0,5,43,7,1,2,3,35,2,0
4743,36,1,0,4,2,4,13160,65,17,4,4,1,3,3,28,1,1,41,3,4,4,4,39,4,1
4744,36,1,2,1,2,4,9633,39,15,10,3,2,3,4,60,1,7,51,1,3,1,4,3,3,0
4745,45,0,1,0,0,5,5247,36,7,10,1,3,3,1,7,1,4,38,2,1,1,2,37,4,0
4746,32,1,2,2,0,1,14048,36,23,2,3,4,1,4,45,0,1,35,14,2,4,2,14,3,1
4747,36,1,0,3,1,3,8574,88,13,1,3,1,5,2,30,1,9,58,9,4,1,1,15,2,0
4748,57,1,1,1,3,4,8993,83,8,8,2,4,2,3,65,0,8,55,15,2,1,1,27,3,0
4749,36,0,2,1,0,2,4912,83,1,5,7,1,5,1,61,0,9,41,1,3,2,2,30,3,0
4750,33,1,1,4,3,5,12886,80,9,10,5,4,2,2,17,1,8,51,13,3,2,1,21,4,0
4751,25,1,0,4,0,5,7531,78,18,4,0,2,4,4,54,0,4,45,1,2,3,4,23,3,0
4752,54,1,0,2,3,1,4737,36,29,14,8,3,5,3,84,0,7,31,17,2,4,2,9,4,0
4753,33,1,1,3,2,3,8697,27,17,9,2,4,2,2,36,1,1,41,8,1,4,2,7,4,0
4754,27,0,1,1,0,4,3045,41,17,14,3,1,2,4,85,0,5,58,10,3,4,3,45,1,0
4755,34,0,0,2,1,2,10019,61,8,13,9,4,4,3,29,1,9,50,0,4,2,2,34,3,0
4756,46,1,2,3,3,1,8891,35,3,5,9,2,5,3,82,1,8,31,0,3,2,2,1,3,0
4757,32,0,0,2,2,3,4941,45,29,10,6,2,5,4,20,0,9,37,11,1,1,2,24,2,0
4758,50,0,1,1,1,1,14657,93,22,2,4,1,1,3,77,0,2,33,17,1,3,1,17,3,0
4759,54,1,2,4,2,1,12470,52,22,9,3,1,5,2,12,1,6,32,11,1,1,4,49,2,1
4760,25,0,0,4,0,5,6919,53,11,10,1,4,4,1,98,1,2,54,14,2,1,3,1,3,0
4761,24,0,1,4,1,2,9058,50,2,7,4,3,2,4,18,1,6,46,15,3,4,3,4,4,0
4762,41,1,1,0,3,2,17981,79,2,9,7,4,4,4,3,1,4,46,5,4,4,2,30,4,0
4763,42,1,1,2,3,2,15440,25,16,5,1,1,4,1,20,0,5,38,5,4,2,2,35,3,0
4764,44,0,2,1,1,2,6838,83,17,7,0,3,4,3,23,0,5,34,6,1,4,2,34,3,0
4765,53,0,2,2,3,4,14011,48,9,8,5,3,5,3,44,1,7,57,17,2,3,1,42,3,1
4766,45,0,2,4,2,4,17575,19,1,12,0,3,3,1,12,1,5,47,4,2,3,2,47,1,0
4767,24,0,2,2,1,2,18819,34,29,4,8,3,4,1,21,1,1,43,6,1,2,3,10,4,0
4768,45,1,1,3,3,3,5650,77,29,8,7,1,2,4,86,1,6,52,18,3,1,2,35,1,0
4769,39,1,1,2,2,4,11431,59,22,7,3,1,1,1,48,0,9,45,19,4,1,3,48,1,1
4770,25,1,2,0,3,4,6254,56,12,3,6,3,5,3,47,0,7,31,12,3,4,3,22,2,1
4771,25,1,2,0,2,3,9402,27,25,14,9,3,3,1,16,1,5,37,3,4,2,4,19,1,0
4772,37,1,1,4,0,2,11691,23,6,11,3,1,3,1,19,1,7,50,10,2,3,2,31,4,0
4773,23,0,0,1,2,1,15061,19,11,11,5,3,4,2,31,0,4,58,11,1,3,3,30,3,0
4774,36,0,0,3,3,4,7392,52,6,8,9,1,2,3,49,0,7,30,1,1,2,4,2,4,0
4775,33,1,1,1,2,1,16370,63,20,4,6,1,1,1,61,0,7,40,11,3,1,1,37,1,0
4776,33,1,2,1,3,1,10719,42,5,2,8,1,3,2,14,1,7,43,18,3,2,1,33,4,0
