employee_id,age,gender,marital_status,department,job_role,job_level,monthly_income,hourly_rate,years_at_company,years_in_current_role,years_since_last_promotion,work_life_balance,job_satisfaction,performance_rating,training_hours_last_year,overtime,project_count,average_hours_worked_per_week,absenteeism,work_environment_satisfaction,relationship_with_manager,job_involvement,distance_from_home,number_of_companies_worked,attrition,sentiment_score,sentiment_label,feedback_text
351,41,1,0,0,2,2,18896,92,27,7,7,2,5,1,87,1,5,48,8,4,2,1,31,2,0,3.25,Positive,I am happy with my job and work-life balance.
352,25,0,0,0,0,5,15435,99,8,13,2,4,5,3,56,1,2,33,8,1,3,2,13,4,0,3.25,Positive,I am happy with my job and work-life balance.
353,34,0,1,1,3,2,4141,44,26,5,8,4,1,1,25,1,4,42,12,1,4,4,12,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
354,56,1,0,4,3,1,12281,99,20,1,1,2,2,2,5,1,2,47,7,1,2,4,2,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
355,52,1,2,2,2,5,5038,63,3,5,5,4,4,2,15,0,2,49,4,4,4,1,33,2,0,4.0,Positive,I am happy with my job and work-life balance.
356,27,1,0,0,1,1,7270,23,12,12,0,1,4,1,59,1,3,58,2,1,3,4,8,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
357,24,0,0,3,0,2,13046,31,7,12,6,4,4,4,99,1,5,54,3,1,3,3,41,3,0,3.0,Positive,I am happy with my job and work-life balance.
358,58,1,0,3,0,3,7683,83,12,3,2,2,5,2,11,0,4,53,16,4,3,2,40,4,1,3.5,Positive,I am happy with my job and work-life balance.
359,23,1,2,4,3,4,19878,72,2,7,6,2,1,1,74,0,2,42,15,2,3,3,49,2,0,2.0,Neutral,"My job is okay, not too good or bad."
360,25,1,1,0,3,1,10116,71,24,6,3,2,5,2,2,0,2,59,15,4,3,1,41,2,0,3.5,Positive,I am happy with my job and work-life balance.
361,51,1,2,1,1,2,4784,76,14,8,8,3,5,4,62,1,6,56,19,2,4,4,32,4,1,3.5,Positive,I am happy with my job and work-life balance.
362,49,1,1,3,1,5,6786,66,22,13,4,2,3,3,63,0,7,57,2,4,3,2,38,1,0,3.0,Positive,I am happy with my job and work-life balance.
363,54,0,1,4,1,1,12190,75,23,5,2,1,1,1,61,0,6,48,5,1,4,1,28,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
364,59,0,0,0,2,1,8428,54,5,2,7,4,4,1,5,0,7,46,0,3,3,3,15,2,0,3.5,Positive,I am happy with my job and work-life balance.
365,35,1,1,0,3,4,9681,52,9,9,5,4,2,1,18,1,1,30,15,3,4,4,23,1,0,3.25,Positive,I am happy with my job and work-life balance.
366,32,1,2,0,2,2,9893,57,21,14,1,3,4,1,17,0,6,35,14,2,3,4,24,3,1,3.0,Positive,I am happy with my job and work-life balance.
367,49,1,2,0,3,3,15661,77,11,11,2,3,5,1,79,0,3,48,6,2,4,1,13,1,1,3.5,Positive,I am happy with my job and work-life balance.
368,38,1,1,0,3,5,17892,33,5,8,7,1,1,1,86,1,1,49,1,2,3,3,21,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
369,36,0,0,3,0,2,12643,64,3,6,9,2,1,4,42,0,8,30,9,3,2,4,12,2,0,2.0,Neutral,"My job is okay, not too good or bad."
370,38,1,0,4,3,5,12943,47,27,13,6,3,1,3,72,1,4,37,14,2,4,3,13,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
371,47,0,2,0,3,1,13472,27,17,10,9,4,3,4,2,1,8,46,5,4,2,2,39,4,0,3.25,Positive,I am happy with my job and work-life balance.
372,45,0,0,2,2,4,15992,92,2,7,5,3,4,4,71,0,4,50,1,4,4,4,23,4,0,3.75,Positive,I am happy with my job and work-life balance.
373,56,1,1,2,3,4,14126,76,24,9,0,3,3,3,37,1,4,51,16,3,4,2,46,4,1,3.25,Positive,I am happy with my job and work-life balance.
374,45,0,1,4,2,3,9869,57,1,7,8,2,2,4,67,0,4,44,0,4,4,4,43,4,0,3.0,Positive,I am happy with my job and work-life balance.
375,42,0,2,1,1,4,10669,63,7,3,2,3,5,2,75,0,6,47,0,2,1,1,28,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
376,28,0,1,1,3,1,14538,50,14,6,4,1,3,4,43,0,9,36,3,3,3,4,14,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
377,31,0,2,1,3,3,13065,24,5,11,6,4,3,1,94,0,5,45,19,2,2,4,17,4,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
378,20,1,1,2,2,2,13171,20,19,13,6,2,5,2,88,1,8,36,15,4,2,3,24,1,0,3.25,Positive,I am happy with my job and work-life balance.
379,20,1,2,1,1,4,5962,71,28,11,2,4,1,2,79,0,8,46,7,2,4,3,34,4,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
380,53,0,0,3,0,3,16851,15,28,7,3,1,5,3,62,0,4,33,0,3,2,2,48,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
381,51,1,1,0,1,1,15979,85,11,2,9,1,4,4,41,0,9,41,18,2,2,2,22,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
382,44,1,1,2,2,5,8296,72,23,3,6,3,5,4,63,1,9,42,10,4,2,2,10,3,1,3.5,Positive,I am happy with my job and work-life balance.
383,59,1,2,4,1,5,17745,35,25,4,7,3,1,2,53,1,5,33,16,1,2,4,8,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
384,20,1,2,4,2,1,8730,94,2,10,1,3,5,4,77,0,6,50,9,3,1,4,21,4,0,3.0,Positive,I am happy with my job and work-life balance.
385,35,1,1,0,2,1,16921,70,8,6,8,4,3,4,76,1,5,30,11,2,4,2,37,3,0,3.25,Positive,I am happy with my job and work-life balance.
386,58,0,2,2,0,5,3126,34,9,1,6,1,2,3,70,1,3,30,8,3,2,1,7,1,0,2.0,Neutral,"My job is okay, not too good or bad."
387,24,1,1,1,3,3,8602,68,27,9,7,2,3,2,75,0,8,36,6,2,1,1,26,4,0,2.0,Neutral,"My job is okay, not too good or bad."
388,41,1,0,1,2,5,15581,39,3,5,5,3,2,1,36,0,9,38,11,1,1,4,13,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
389,48,1,2,3,2,1,18997,42,2,13,5,4,5,2,3,0,4,30,14,4,4,1,16,4,1,4.25,Positive,I am happy with my job and work-life balance.
390,22,1,1,3,0,4,12211,19,7,12,8,3,4,3,1,0,9,45,7,2,3,1,30,4,0,3.0,Positive,I am happy with my job and work-life balance.
391,31,0,0,1,2,2,17997,35,5,14,3,1,5,3,98,0,9,47,16,2,3,2,31,4,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
392,45,0,0,4,3,4,9671,32,21,7,4,2,1,3,43,1,7,51,4,1,3,1,5,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
393,35,0,1,4,0,4,15271,61,26,9,8,1,5,4,66,0,8,44,13,3,2,1,32,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
394,56,0,2,3,3,1,11876,84,5,9,0,4,2,2,67,0,3,35,1,4,4,4,16,2,1,3.5,Positive,I am happy with my job and work-life balance.
395,41,1,1,0,3,5,5887,71,20,1,3,3,3,4,75,0,5,31,15,2,3,4,47,1,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
396,48,0,0,1,0,3,12654,33,13,1,6,1,4,4,82,0,3,38,16,2,2,4,9,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
397,33,1,1,3,2,4,7086,79,21,3,8,4,5,2,73,0,7,33,2,4,4,1,22,2,0,4.25,Positive,I am happy with my job and work-life balance.
398,47,1,2,3,3,5,7180,17,29,6,9,3,5,3,61,1,6,42,0,1,2,2,44,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
399,24,1,0,1,3,3,5841,56,20,2,5,2,3,1,0,0,3,52,17,3,3,3,40,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
400,49,1,1,1,3,4,9040,35,29,10,7,1,4,1,16,1,9,51,17,4,3,4,45,1,0,3.0,Positive,I am happy with my job and work-life balance.
401,24,1,2,4,3,3,13304,54,6,12,8,3,5,2,15,0,1,40,3,3,1,4,37,1,0,3.0,Positive,I am happy with my job and work-life balance.
402,31,0,0,0,0,5,7758,81,20,11,9,3,5,2,8,0,3,42,14,1,1,4,14,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
403,35,0,2,0,0,2,19234,39,18,1,3,3,2,3,52,0,7,40,18,1,4,2,16,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
404,45,0,0,1,1,5,8014,69,25,1,0,3,2,2,72,1,3,48,18,4,2,3,43,2,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
405,45,0,1,2,1,1,4375,98,2,13,7,1,1,2,58,0,3,37,9,2,2,3,20,2,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
406,40,1,2,3,3,3,4181,66,25,5,1,3,3,3,8,0,2,36,4,1,3,4,44,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
407,58,0,0,3,2,2,3490,58,26,4,0,4,4,3,11,0,9,54,18,1,3,1,15,1,1,3.0,Positive,I am happy with my job and work-life balance.
408,55,1,2,1,3,3,6729,99,6,1,6,1,5,4,40,0,4,45,10,4,4,4,44,3,1,3.5,Positive,I am happy with my job and work-life balance.
409,52,0,2,2,2,3,8974,70,9,4,9,3,5,2,14,0,6,32,6,4,1,4,26,3,0,3.25,Positive,I am happy with my job and work-life balance.
410,49,1,1,4,3,4,4882,69,25,3,8,1,1,1,65,0,2,46,4,4,3,1,9,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
411,56,1,2,1,1,1,5987,84,3,2,8,4,5,2,74,0,9,47,19,1,2,1,1,3,1,3.0,Positive,I am happy with my job and work-life balance.
412,42,0,0,1,1,3,8585,91,1,9,2,4,3,1,10,1,7,57,11,3,3,4,35,3,1,3.25,Positive,I am happy with my job and work-life balance.
413,29,1,0,3,2,5,6159,87,1,14,5,1,1,1,7,0,5,56,18,1,1,2,44,1,1,1.0,Negative,I am dissatisfied with my job and work-life balance.
414,24,1,0,1,3,5,7530,95,19,11,6,3,3,1,54,0,7,44,14,4,2,2,20,4,0,3.0,Positive,I am happy with my job and work-life balance.
415,55,0,0,1,2,4,4073,80,5,1,9,3,1,4,95,0,4,57,11,2,1,1,45,1,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
416,53,1,1,1,1,1,16743,33,13,7,8,4,5,3,5,1,7,46,3,2,4,4,6,2,0,3.75,Positive,I am happy with my job and work-life balance.
417,50,0,2,3,3,1,5693,97,19,14,1,3,1,3,52,1,2,40,11,4,4,2,42,4,1,3.0,Positive,I am happy with my job and work-life balance.
418,29,0,1,4,3,5,12562,21,12,13,7,4,2,4,19,0,7,34,17,2,1,4,10,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
419,38,0,2,4,2,2,7340,77,16,4,6,3,4,3,38,1,4,45,16,1,2,4,48,3,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
420,51,1,2,1,0,4,5156,56,25,5,3,4,5,4,98,0,4,44,18,3,1,4,33,3,0,3.25,Positive,I am happy with my job and work-life balance.
421,20,1,2,3,2,4,19184,56,25,10,1,2,4,2,71,0,1,39,15,1,3,2,16,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
422,24,1,1,4,1,5,10966,73,19,5,7,3,5,4,33,1,3,43,10,4,3,3,36,4,0,3.75,Positive,I am happy with my job and work-life balance.
423,23,0,2,4,1,5,5580,34,3,1,4,3,4,3,56,0,5,31,1,1,1,4,6,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
424,35,1,1,4,1,2,10257,87,12,6,5,3,2,3,18,1,5,45,15,2,3,2,19,2,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
425,43,0,0,3,1,2,5159,31,5,13,6,1,4,2,70,1,2,48,0,1,1,3,31,1,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
426,35,0,0,3,1,1,19172,41,2,9,9,3,1,4,30,1,4,37,16,3,3,1,2,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
427,21,1,2,1,0,4,16900,61,22,2,0,1,4,2,81,0,1,44,17,2,1,2,18,1,0,2.0,Neutral,"My job is okay, not too good or bad."
428,47,0,1,0,3,4,14440,16,7,7,7,1,5,1,39,0,9,39,12,3,3,3,42,1,0,3.0,Positive,I am happy with my job and work-life balance.
429,51,1,0,4,2,5,17678,77,13,6,3,4,3,4,13,0,1,59,4,3,2,2,28,1,0,3.0,Positive,I am happy with my job and work-life balance.
430,46,1,1,0,2,1,17436,76,25,5,8,1,4,2,99,0,6,34,5,3,2,3,4,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
431,39,1,1,3,1,4,15021,33,15,4,0,1,4,2,80,0,7,49,0,1,3,3,1,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
432,43,1,2,3,2,1,9772,31,22,4,1,2,4,3,36,0,3,45,9,1,1,2,47,2,0,2.0,Neutral,"My job is okay, not too good or bad."
433,31,1,0,3,1,1,4627,83,3,6,5,3,5,4,43,0,1,50,4,1,3,1,42,2,0,3.0,Positive,I am happy with my job and work-life balance.
434,54,0,2,0,0,5,14664,53,28,4,9,1,4,1,8,1,7,55,0,1,4,4,16,3,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
435,52,0,2,3,0,1,11219,96,21,5,0,3,5,1,57,0,3,51,10,2,4,3,45,3,0,3.5,Positive,I am happy with my job and work-life balance.
436,52,0,0,1,3,2,12713,85,20,13,3,1,5,4,19,0,6,41,6,1,1,4,47,3,0,2.0,Neutral,"My job is okay, not too good or bad."
437,56,1,0,3,0,2,11488,95,5,6,7,4,3,4,91,0,6,52,17,2,3,1,2,2,0,3.0,Positive,I am happy with my job and work-life balance.
438,31,1,1,2,0,3,5181,53,24,5,9,2,1,2,49,1,4,59,19,3,3,4,36,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
439,22,1,0,0,3,5,14594,50,8,7,4,1,5,3,19,1,6,42,9,2,2,4,1,2,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
440,20,0,1,2,2,3,10164,54,22,9,8,3,2,3,35,1,4,38,14,4,1,2,39,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
441,52,1,1,3,1,2,3901,59,1,10,5,4,4,3,26,0,8,46,3,1,4,2,23,4,0,3.25,Positive,I am happy with my job and work-life balance.
442,59,0,1,1,1,3,12290,18,8,7,0,3,2,4,71,1,9,49,15,4,4,1,26,3,0,3.25,Positive,I am happy with my job and work-life balance.
443,29,0,0,4,2,5,5881,39,24,7,5,4,4,3,31,1,2,57,14,2,1,2,11,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
444,48,1,2,3,3,5,16058,83,18,4,5,2,3,2,0,0,7,41,14,1,4,3,42,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
445,32,1,1,1,2,1,8622,44,20,1,5,4,5,4,16,0,9,54,11,4,1,1,1,4,0,3.5,Positive,I am happy with my job and work-life balance.
446,31,0,2,0,0,4,4378,90,28,14,7,3,1,4,8,0,9,34,7,1,4,2,11,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
447,50,1,2,2,3,1,8650,82,16,8,5,3,5,3,83,1,5,53,7,2,4,2,24,1,0,3.5,Positive,I am happy with my job and work-life balance.
448,21,0,0,2,3,5,15433,43,18,4,4,1,4,1,44,0,1,41,17,4,1,1,10,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
449,54,1,2,2,3,2,12456,87,20,1,1,4,1,1,95,0,6,30,5,2,1,3,14,4,0,2.0,Neutral,"My job is okay, not too good or bad."
450,42,1,2,0,1,2,10036,82,12,5,3,3,5,2,65,0,8,49,4,4,4,1,14,3,0,4.0,Positive,I am happy with my job and work-life balance.
451,36,0,0,1,2,1,9487,65,13,14,9,1,1,3,31,0,1,57,1,3,4,2,7,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
452,45,1,1,0,3,5,7248,38,13,14,4,2,4,3,44,0,2,45,11,3,2,2,23,4,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
453,27,0,2,2,3,2,7603,28,10,8,9,3,3,4,8,0,1,59,3,3,3,1,43,1,0,3.0,Positive,I am happy with my job and work-life balance.
454,48,1,0,3,3,5,15632,83,7,4,3,1,3,4,29,1,5,41,12,3,1,3,22,2,0,2.0,Neutral,"My job is okay, not too good or bad."
455,45,0,2,4,2,2,3220,32,25,13,1,3,5,3,83,0,2,38,16,3,1,3,36,2,0,3.0,Positive,I am happy with my job and work-life balance.
456,29,0,2,0,1,5,17226,56,14,12,6,4,2,4,37,1,4,42,15,2,3,4,27,2,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
457,45,1,1,0,0,3,7818,71,24,8,9,1,4,3,59,1,1,46,8,3,2,3,2,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
458,53,0,2,1,1,5,10349,97,16,8,9,4,5,2,0,0,7,46,0,2,4,1,39,4,0,3.75,Positive,I am happy with my job and work-life balance.
459,26,1,0,1,3,5,8618,26,15,3,1,2,5,4,4,1,8,33,14,3,4,3,46,2,0,3.5,Positive,I am happy with my job and work-life balance.
460,23,1,2,0,1,1,12856,96,12,9,0,4,3,3,62,1,5,43,11,1,2,3,19,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
461,30,1,1,2,1,3,7576,31,9,3,4,1,1,4,98,1,2,48,4,3,2,4,7,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
462,48,0,1,4,0,4,18207,44,8,1,0,3,4,2,35,0,8,36,17,1,3,3,12,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
463,55,0,0,1,2,1,4462,89,18,2,0,1,1,4,64,1,1,56,19,2,3,4,3,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
464,44,1,1,2,2,4,18905,37,23,6,0,4,4,3,77,1,7,32,1,3,4,4,47,3,0,3.75,Positive,I am happy with my job and work-life balance.
465,40,1,2,3,1,2,19252,95,18,12,5,4,2,4,72,1,1,30,3,4,2,3,5,2,0,3.0,Positive,I am happy with my job and work-life balance.
466,55,0,1,1,1,4,11236,15,13,10,8,3,3,4,93,1,6,41,14,2,2,2,8,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
467,29,1,0,2,2,5,10813,93,28,2,9,2,2,3,23,0,6,44,5,3,4,1,14,3,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
468,56,1,1,2,2,4,5068,46,27,6,0,1,5,1,3,0,5,40,11,2,4,1,36,2,1,3.0,Positive,I am happy with my job and work-life balance.
469,28,0,1,4,0,1,8753,23,18,14,4,3,3,4,77,1,2,39,17,4,4,3,7,2,0,3.5,Positive,I am happy with my job and work-life balance.
470,43,1,1,4,3,1,10237,29,15,1,8,3,5,4,88,0,2,31,19,3,4,1,7,1,0,3.75,Positive,I am happy with my job and work-life balance.
471,54,0,0,3,1,4,17175,42,4,11,8,3,2,2,67,0,9,55,3,4,4,1,46,4,0,3.25,Positive,I am happy with my job and work-life balance.
472,54,1,1,2,2,1,9191,38,17,13,0,1,4,1,24,1,5,58,0,3,3,4,32,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
473,55,0,1,2,1,1,17622,74,5,1,7,1,5,2,73,0,5,33,14,1,4,2,8,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
474,37,1,2,4,1,4,4001,49,22,5,0,1,1,3,98,0,7,46,17,2,2,1,12,4,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
475,58,1,0,1,2,3,17877,41,16,10,7,2,4,3,6,1,6,46,13,4,1,2,10,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
476,51,0,1,1,0,3,13232,97,9,13,0,3,4,2,12,1,2,57,2,2,3,1,14,3,0,3.0,Positive,I am happy with my job and work-life balance.
477,43,1,0,0,1,2,7476,90,10,11,4,4,2,4,67,0,1,59,14,4,2,2,9,4,0,3.0,Positive,I am happy with my job and work-life balance.
478,42,0,1,4,0,1,19862,34,24,9,7,4,2,1,42,0,5,37,4,2,1,2,38,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
479,51,1,1,0,2,4,3515,79,18,14,5,3,3,2,56,0,4,52,2,2,3,1,30,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
480,56,0,1,4,3,1,15478,99,17,8,8,4,3,2,35,0,3,43,6,2,4,4,5,2,1,3.25,Positive,I am happy with my job and work-life balance.
481,31,0,2,3,3,5,4191,63,18,3,0,2,1,3,13,1,2,53,5,1,3,2,1,1,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
482,32,0,2,2,1,1,13860,15,7,3,8,2,4,4,81,1,2,58,0,3,4,2,1,2,1,3.25,Positive,I am happy with my job and work-life balance.
483,42,0,2,3,2,1,16448,24,4,1,0,1,1,1,71,1,4,33,18,1,4,1,20,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
484,44,1,0,4,0,3,9297,61,26,14,9,1,1,2,95,1,2,35,6,2,4,2,49,3,0,2.0,Neutral,"My job is okay, not too good or bad."
485,54,1,0,2,1,4,19655,73,5,3,9,1,2,1,26,1,4,58,3,4,1,2,11,1,1,2.0,Neutral,"My job is okay, not too good or bad."
486,49,0,2,1,2,1,11334,76,28,14,2,1,1,1,36,0,3,48,11,2,3,4,26,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
487,36,0,0,1,2,3,9008,32,23,12,0,1,1,2,86,0,9,56,19,3,4,2,44,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
488,39,0,1,0,0,2,10987,60,16,12,2,4,5,1,70,1,7,58,17,1,2,4,3,3,0,3.0,Positive,I am happy with my job and work-life balance.
489,44,1,1,4,1,3,6332,46,3,12,1,4,3,3,75,1,3,53,8,3,3,2,6,1,1,3.25,Positive,I am happy with my job and work-life balance.
490,41,1,1,4,2,3,3787,41,26,13,1,1,3,4,24,1,8,33,18,4,2,2,43,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
491,32,1,2,1,2,3,9222,32,18,11,8,2,4,4,66,0,9,32,3,3,1,4,45,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
492,38,1,0,3,2,1,12873,53,29,1,7,4,3,4,89,0,7,49,0,1,1,4,11,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
493,55,0,2,2,0,1,6676,63,23,8,0,2,4,3,3,0,6,35,8,4,3,3,8,2,1,3.25,Positive,I am happy with my job and work-life balance.
494,31,0,0,3,1,2,5572,96,21,1,3,2,5,3,99,1,4,56,14,3,1,2,29,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
495,38,0,1,3,1,5,9915,58,14,5,0,3,3,3,78,1,5,52,7,1,1,4,10,1,0,2.0,Neutral,"My job is okay, not too good or bad."
496,31,1,2,1,1,5,8033,86,15,9,0,3,5,4,95,1,8,36,14,1,3,2,34,2,0,3.0,Positive,I am happy with my job and work-life balance.
497,28,1,0,1,1,5,10788,68,17,7,3,1,3,1,92,1,3,43,14,2,2,2,24,4,0,2.0,Neutral,"My job is okay, not too good or bad."
498,26,1,0,1,3,2,18689,48,1,4,1,2,3,3,73,1,2,41,17,3,4,2,46,3,0,3.0,Positive,I am happy with my job and work-life balance.
499,47,0,1,0,3,5,14452,85,25,11,2,4,5,2,84,0,3,45,6,4,3,1,48,1,0,4.0,Positive,I am happy with my job and work-life balance.
500,33,0,2,3,1,5,7712,50,21,9,8,3,1,3,15,1,7,49,17,2,3,3,17,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
501,50,1,2,4,0,3,3066,32,17,9,1,3,1,2,18,0,8,37,15,3,4,1,32,4,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
502,38,0,2,2,3,1,18855,52,23,2,3,2,1,4,28,0,1,52,1,3,2,3,11,1,1,2.0,Neutral,"My job is okay, not too good or bad."
503,35,1,1,0,2,1,15478,73,25,10,0,3,1,2,50,0,7,31,3,4,4,2,34,1,0,3.0,Positive,I am happy with my job and work-life balance.
504,24,1,2,4,3,3,10533,23,11,10,1,3,3,3,17,0,9,42,19,2,4,2,24,2,1,3.0,Positive,I am happy with my job and work-life balance.
505,54,0,1,3,2,3,18103,87,17,11,4,4,2,3,57,0,3,37,15,2,2,4,5,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
506,31,1,1,1,1,3,7616,86,26,12,9,2,5,1,43,1,3,54,2,4,2,3,29,4,1,3.25,Positive,I am happy with my job and work-life balance.
507,44,0,1,3,3,1,16277,65,14,6,0,3,2,4,15,1,8,50,1,2,4,3,48,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
508,40,1,0,2,0,5,8730,49,29,4,6,2,2,2,64,1,4,49,2,1,4,1,48,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
509,55,0,2,0,3,3,13724,96,20,8,3,3,4,4,1,0,8,45,4,4,3,3,34,2,0,3.5,Positive,I am happy with my job and work-life balance.
510,42,0,2,0,3,2,14772,19,19,12,5,4,1,3,55,0,5,33,1,3,2,2,16,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
511,35,0,1,2,3,3,19268,28,21,11,7,2,3,1,78,0,3,58,18,4,1,4,25,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
512,58,1,1,4,1,4,15940,44,7,7,5,3,1,3,27,0,4,45,19,1,2,1,37,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
513,58,1,2,4,0,3,19932,18,24,7,1,4,1,3,64,0,4,49,1,4,4,4,8,4,0,3.25,Positive,I am happy with my job and work-life balance.
514,33,0,1,0,3,1,17643,53,13,11,0,3,2,3,4,0,8,35,1,3,4,3,29,1,0,3.0,Positive,I am happy with my job and work-life balance.
515,50,0,2,0,0,3,3198,98,18,10,7,2,4,2,21,1,6,56,19,3,4,3,46,4,1,3.25,Positive,I am happy with my job and work-life balance.
516,24,1,0,1,1,4,19955,78,23,9,7,3,1,3,99,0,7,33,17,4,4,1,25,2,0,3.0,Positive,I am happy with my job and work-life balance.
517,54,1,1,4,2,2,12830,39,14,13,8,2,5,4,12,0,9,45,19,4,1,3,42,1,1,3.0,Positive,I am happy with my job and work-life balance.
518,42,1,2,2,3,5,16798,42,1,5,5,2,5,4,64,1,6,52,13,1,2,4,23,1,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
519,48,0,1,4,0,3,14469,90,7,6,0,3,1,1,15,0,3,52,14,1,1,2,34,3,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
520,30,1,2,1,0,4,3178,80,8,1,8,4,2,4,85,1,3,50,11,3,1,1,3,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
521,37,1,2,0,1,4,3798,92,18,6,2,1,2,3,63,1,3,42,10,2,4,3,30,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
522,31,0,1,0,3,2,10601,36,9,2,5,4,3,3,31,1,2,34,10,2,1,4,34,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
523,28,1,0,1,2,1,5795,45,1,6,9,4,4,4,79,0,1,44,6,2,4,2,32,4,0,3.5,Positive,I am happy with my job and work-life balance.
524,29,1,2,2,0,3,15496,37,29,9,9,3,2,1,50,1,1,55,11,2,4,3,29,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
525,36,1,2,0,3,4,7588,62,22,8,8,4,3,1,78,1,4,37,15,3,4,1,9,4,0,3.5,Positive,I am happy with my job and work-life balance.
526,57,0,2,3,2,2,10297,34,17,9,2,4,5,4,57,0,3,36,4,2,1,3,2,1,0,3.0,Positive,I am happy with my job and work-life balance.
527,26,0,0,0,0,5,6084,52,19,13,4,1,5,2,45,1,5,43,1,2,4,3,39,1,0,3.0,Positive,I am happy with my job and work-life balance.
